AGE,SEX,YEAR.MEASURED,GLASSES,HANDED,RANK,HEIGHT,WEIGHT
22,F,88,GLASSES,1,1,1.606,52.8
25,F,88,NEITHER,1,1,1.586,68.6
25,F,88,NEITHER,1,1,1.87,87.4
29,F,88,GLASSES,1,2,1.684,79.8
24,F,88,GLASSES,1,1,1.61,64.9
24,F,88,BOTH,1,4,1.512,50
22,F,88,NEITHER,1,1,1.6,60.8
27,F,88,CONTACTS,1,2,1.66,60.4
25,F,88,NEITHER,1,2,1.589,71
26,F,88,NEITHER,1,2,1.643,64.4
20,F,88,GLASSES,1,1,1.611,51.1
27,F,88,GLASSES,1,1,1.736,74.3
22,F,88,NEITHER,1,2,1.679,63.4
25,F,88,GLASSES,1,1,1.661,83
23,F,88,GLASSES,1,1,1.54,50.6
24,F,88,NEITHER,1,1,1.574,62.3
20,F,88,NEITHER,1,1,1.595,59.6
27,F,88,NEITHER,1,1,1.654,54.8
22,F,88,NEITHER,2,1,1.65,65.7
21,F,88,NEITHER,1,1,1.599,63.2
20,F,88,NEITHER,2,1,1.638,68.3
23,F,88,CONTACTS,1,1,1.586,46
24,F,88,NEITHER,1,1,1.655,61.1
20,F,88,NEITHER,1,1,1.646,76.3
23,F,88,NEITHER,1,1,1.632,58.6
25,F,88,NEITHER,1,2,1.714,58.9
21,F,88,NEITHER,1,1,1.605,58.1
22,F,88,NEITHER,1,1,1.644,76.5
28,F,88,NEITHER,2,2,1.582,61
23,F,88,NEITHER,1,1,1.612,59
20,F,88,GLASSES,1,1,1.778,77.4
22,F,88,GLASSES,1,1,1.717,52.6
25,F,88,NEITHER,1,2,1.609,61.9
24,F,88,GLASSES,2,1,1.651,58.7
24,F,88,NEITHER,1,2,1.618,64.1
26,F,88,BOTH,1,1,1.752,63.4
26,F,88,GLASSES,1,1,1.606,65.3
27,F,88,CONTACTS,1,2,1.702,65.5
21,F,88,NEITHER,1,1,1.706,70.4
28,F,88,GLASSES,1,2,1.604,72.6
25,F,88,BOTH,1,2,1.643,68.8
20,F,88,NEITHER,1,1,1.661,75.3
27,F,88,GLASSES,1,2,1.607,69.3
21,F,88,NEITHER,1,1,1.48,52
23,F,88,NEITHER,1,4,1.648,55.9
24,F,88,NEITHER,1,1,1.626,73
23,F,88,NEITHER,1,1,1.563,65.4
24,F,88,NEITHER,1,2,1.633,58.2
24,F,88,GLASSES,1,1,1.685,64.9
21,F,88,GLASSES,2,1,1.615,55.6
23,F,88,NEITHER,1,1,1.63,53.2
27,F,88,BOTH,2,1,1.657,65
20,F,88,BOTH,1,1,1.583,59.7
28,F,88,NEITHER,1,2,1.598,62.8
21,F,88,NEITHER,1,1,1.617,64.4
25,F,88,NEITHER,1,1,1.705,59
20,F,88,BOTH,1,1,1.732,70.8
23,F,88,NEITHER,1,2,1.682,62.8
26,F,88,GLASSES,1,2,1.57,69.1
24,F,88,BOTH,2,4,1.646,63.5
26,F,88,GLASSES,1,4,1.621,63.6
28,F,88,GLASSES,1,4,1.56,50.7
28,F,88,GLASSES,1,1,1.579,45
22,F,88,NEITHER,1,1,1.667,61.8
24,F,88,NEITHER,1,1,1.581,47.8
29,F,88,GLASSES,1,4,1.701,54.9
22,F,88,GLASSES,1,1,1.675,55.4
22,F,88,NEITHER,1,1,1.567,52.9
28,F,88,NEITHER,2,2,1.616,67.9
22,F,88,GLASSES,2,2,1.666,52.7
21,F,88,NEITHER,1,1,1.602,52
28,F,88,NEITHER,1,1,1.756,75
21,F,88,NEITHER,1,1,1.628,67.6
26,F,88,NEITHER,1,2,1.657,66.1
29,F,88,GLASSES,1,2,1.584,51.4
24,F,88,GLASSES,1,1,1.714,55.3
20,F,88,GLASSES,1,1,1.561,57.9
29,F,88,NEITHER,1,2,1.645,74.3
25,F,88,NEITHER,1,1,1.685,69
20,F,88,NEITHER,1,1,1.642,66.7
21,F,88,GLASSES,1,1,1.642,54.1
29,F,88,NEITHER,1,2,1.587,50.1
22,F,88,GLASSES,1,1,1.71,72.6
24,F,88,CONTACTS,1,1,1.7,66.9
23,F,88,GLASSES,1,1,1.552,51.1
24,F,88,NEITHER,1,2,1.776,71.4
26,F,88,NEITHER,1,1,1.562,65.5
25,F,88,NEITHER,1,4,1.701,76.6
24,F,88,NEITHER,1,1,1.628,60.8
28,F,88,CONTACTS,1,2,1.622,57.2
27,F,88,GLASSES,1,4,1.567,52.4
23,F,88,NEITHER,1,1,1.711,69.9
20,F,88,GLASSES,1,1,1.652,62.7
23,F,88,GLASSES,1,4,1.557,61.7
25,F,88,CONTACTS,1,4,1.762,60.1
23,F,88,NEITHER,2,4,1.667,52.6
26,F,88,NEITHER,1,2,1.54,50.4
25,F,88,CONTACTS,1,4,1.618,62.6
27,F,88,NEITHER,1,2,1.635,70.8
24,F,88,NEITHER,1,1,1.592,58.5
23,F,88,NEITHER,1,4,1.595,55.2
21,F,88,NEITHER,1,1,1.565,51.8
25,F,88,BOTH,1,4,1.636,63.1
25,F,88,BOTH,1,4,1.712,54.8
23,F,88,NEITHER,1,1,1.668,54.5
23,F,88,NEITHER,2,1,1.578,60
25,F,88,NEITHER,1,4,1.615,54.4
26,F,88,GLASSES,1,2,1.652,67.6
23,F,88,GLASSES,1,1,1.622,63.2
24,F,88,NEITHER,1,1,1.658,75
28,F,88,NEITHER,1,2,1.557,58.3
29,F,88,BOTH,NA,1,1.595,59.7
24,F,88,NEITHER,1,4,1.58,61.9
23,F,88,BOTH,1,2,1.568,51
26,F,88,NEITHER,1,1,1.734,58.7
21,F,88,NEITHER,2,1,1.674,61.6
21,F,88,NEITHER,1,1,1.603,47.1
20,F,88,NEITHER,1,1,1.674,62.2
20,F,88,CONTACTS,1,1,1.603,65.4
28,F,88,BOTH,1,1,1.607,49.3
22,F,88,GLASSES,2,1,1.632,66.7
20,F,88,NEITHER,1,1,1.706,56
26,F,88,GLASSES,1,2,1.553,64.1
20,F,88,NEITHER,1,1,1.493,41.3
26,F,88,GLASSES,1,2,1.522,62
23,F,88,BOTH,2,4,1.733,57.2
28,F,88,GLASSES,1,1,1.623,69.7
23,F,88,GLASSES,1,4,1.687,57.1
29,F,88,BOTH,1,4,1.705,70.5
25,F,88,NEITHER,1,2,1.636,64.8
27,F,88,NEITHER,1,4,1.701,66.1
23,F,88,NEITHER,1,4,1.597,59.4
29,F,88,GLASSES,1,1,1.728,70.7
23,F,88,GLASSES,1,1,1.571,53.2
26,F,88,NEITHER,2,1,1.633,62.5
21,F,88,GLASSES,1,1,1.665,62.3
22,F,88,GLASSES,1,1,1.643,58.3
27,F,88,BOTH,1,2,1.534,47.7
21,F,88,GLASSES,1,1,1.731,72.3
27,F,88,BOTH,1,4,1.565,51.8
27,F,88,GLASSES,1,1,1.602,64.4
22,F,88,NEITHER,1,1,1.752,61.5
26,F,88,NEITHER,1,1,1.784,66.2
20,F,88,NEITHER,1,1,1.572,62.7
28,F,88,GLASSES,2,2,1.548,54
21,F,88,NEITHER,1,1,1.66,62.3
27,F,88,NEITHER,1,1,1.627,71.1
25,F,88,NEITHER,1,1,1.675,74.8
28,F,88,GLASSES,1,1,1.556,54.7
27,F,88,NEITHER,1,1,1.61,61.3
25,F,88,GLASSES,1,1,1.699,62.8
22,F,88,BOTH,1,1,1.703,62.2
23,F,88,BOTH,1,4,1.577,44.9
21,F,88,NEITHER,1,1,1.575,57.2
22,F,88,NEITHER,1,1,1.647,61
28,F,88,GLASSES,1,2,1.67,71.5
27,F,88,NEITHER,1,2,1.564,54.5
29,F,88,GLASSES,1,2,1.651,63.4
21,F,88,CONTACTS,1,1,1.596,68.2
22,F,88,CONTACTS,1,1,1.666,55.7
24,F,88,BOTH,1,1,1.767,72.9
25,F,88,GLASSES,2,1,1.7,68.9
20,F,88,NEITHER,1,1,1.676,67.2
26,F,88,GLASSES,1,1,1.673,75
24,F,88,NEITHER,1,2,1.549,57.1
29,F,88,GLASSES,1,1,1.58,64.2
24,F,88,NEITHER,2,1,1.551,61.2
29,F,88,GLASSES,1,2,1.634,72.1
26,F,88,NEITHER,1,1,1.62,62
21,F,88,NEITHER,1,1,1.537,53.2
23,F,88,GLASSES,1,1,1.728,72.2
23,F,88,NEITHER,1,1,1.55,53.7
20,F,88,NEITHER,2,1,1.635,56.7
29,F,88,NEITHER,1,2,1.644,79.6
29,F,88,NEITHER,1,1,1.638,60.5
29,F,88,BOTH,1,4,1.703,62.5
23,F,88,BOTH,1,2,1.623,48.9
23,F,88,NEITHER,1,2,1.478,52.2
24,F,88,CONTACTS,2,2,1.58,55
27,F,88,NEITHER,1,1,1.626,70
24,F,88,GLASSES,1,4,1.669,63.6
23,F,88,BOTH,1,2,1.554,54.4
28,F,88,NEITHER,1,2,1.71,64.8
29,F,88,GLASSES,1,2,1.518,54
22,F,88,NEITHER,1,1,1.673,69.4
23,F,88,GLASSES,1,1,1.603,65.1
25,F,88,NEITHER,1,1,1.592,56
29,F,88,NEITHER,1,2,1.637,46.5
21,F,88,BOTH,1,1,1.693,74.7
21,F,88,NEITHER,1,1,1.723,62.6
25,F,88,GLASSES,1,2,1.691,58.4
22,F,88,CONTACTS,1,1,1.598,51
25,F,88,NEITHER,1,1,1.588,63.4
29,F,88,GLASSES,1,4,1.551,71.8
28,F,88,NEITHER,1,2,1.592,60.9
28,F,88,NEITHER,1,2,1.556,61.3
29,F,88,GLASSES,1,2,1.662,58.5
29,F,88,GLASSES,1,2,1.663,61.1
22,F,88,CONTACTS,1,4,1.662,69.2
23,F,88,NEITHER,2,4,1.587,57.1
29,F,88,GLASSES,1,2,1.58,60.5
25,F,88,BOTH,1,2,1.588,56.3
27,F,88,BOTH,1,1,1.615,62.7
27,F,88,BOTH,1,4,1.674,67.7
21,F,88,NEITHER,1,1,1.603,48.5
29,F,88,NEITHER,1,2,1.752,71
21,F,88,NEITHER,1,1,1.576,54.8
22,F,88,NEITHER,1,1,1.672,59
21,F,88,BOTH,1,1,1.671,68
22,F,88,NEITHER,1,1,1.64,61.1
24,F,88,NEITHER,2,2,1.691,60
21,F,88,BOTH,1,1,1.7,64.2
24,F,88,NEITHER,1,1,1.598,71.6
27,F,88,GLASSES,1,1,1.483,41.6
28,F,88,GLASSES,1,4,1.642,62.9
21,F,88,GLASSES,1,1,1.618,61.3
20,F,88,GLASSES,1,1,1.533,43.3
25,F,88,NEITHER,1,1,1.493,44.8
20,F,88,NEITHER,1,1,1.634,58.2
27,F,88,NEITHER,1,2,1.637,53.8
22,F,88,NEITHER,1,1,1.536,51.8
28,F,88,CONTACTS,1,1,1.597,58.1
20,F,88,NEITHER,1,1,1.573,58.7
22,F,88,NEITHER,1,1,1.533,57.9
26,F,88,NEITHER,1,1,1.586,53.6
20,F,88,NEITHER,1,1,1.609,59
21,F,88,NEITHER,1,1,1.632,50.3
24,F,88,NEITHER,1,1,1.607,63.1
20,F,88,NEITHER,1,1,1.502,49.9
28,F,88,BOTH,2,1,1.655,71.3
26,F,88,NEITHER,1,2,1.605,55
24,F,88,GLASSES,1,1,1.592,49.9
24,F,88,NEITHER,1,1,1.635,67.6
26,F,88,NEITHER,2,2,1.549,48
21,F,88,NEITHER,1,1,1.598,51.3
24,F,88,BOTH,1,4,1.715,55.4
24,F,88,NEITHER,1,4,1.689,65.3
24,F,88,GLASSES,1,1,1.622,59.8
27,F,88,NEITHER,1,2,1.612,71.8
20,F,88,CONTACTS,1,1,1.616,58.7
28,F,88,GLASSES,1,1,1.508,53.4
23,F,88,BOTH,1,1,1.642,65.8
23,F,88,GLASSES,1,1,1.634,53.1
23,F,88,NEITHER,1,1,1.62,63.7
21,F,88,NEITHER,2,1,1.635,62
23,F,88,GLASSES,1,1,1.57,58.3
21,F,88,BOTH,1,1,1.518,49.3
28,F,88,NEITHER,1,2,1.66,70
23,F,88,NEITHER,1,1,1.738,68.6
24,F,88,NEITHER,1,1,1.653,59.8
23,F,88,BOTH,1,2,1.585,69.6
25,F,88,NEITHER,1,1,1.561,51
25,F,88,GLASSES,1,2,1.535,55.2
27,F,88,NEITHER,1,4,1.636,71.2
22,F,88,NEITHER,1,4,1.559,47.1
23,F,88,NEITHER,1,4,1.609,52.1
21,F,88,NEITHER,1,1,1.583,60.4
23,F,88,NEITHER,1,1,1.612,58.1
24,F,88,NEITHER,1,1,1.582,53.2
26,F,88,GLASSES,1,1,1.664,66.5
23,F,88,GLASSES,1,1,1.5,50.7
28,F,88,NEITHER,1,2,1.645,62.4
27,F,88,GLASSES,1,1,1.668,68.3
26,F,88,NEITHER,2,2,1.654,58.9
28,F,88,BOTH,1,1,1.715,65
24,F,88,NEITHER,1,1,1.602,48
21,F,88,GLASSES,1,1,1.694,58.4
22,F,88,NEITHER,1,1,1.674,59.4
25,F,88,CONTACTS,1,1,1.548,56.8
28,F,88,BOTH,NA,2,1.601,51.5
26,F,88,BOTH,1,1,1.661,55.9
24,F,88,GLASSES,1,1,1.693,57.5
23,F,88,NEITHER,1,2,1.643,73.5
25,F,88,NEITHER,1,1,1.682,66.5
24,F,88,NEITHER,1,1,1.705,63.9
29,F,88,NEITHER,1,1,1.643,60
24,F,88,NEITHER,1,1,1.663,63.9
20,F,88,NA,1,1,1.745,68.9
24,F,88,NEITHER,2,1,1.674,64.5
20,F,88,NEITHER,1,1,1.602,58.5
21,F,88,NEITHER,1,1,1.728,57.7
21,F,88,BOTH,1,1,1.66,61
20,F,88,NEITHER,1,1,1.545,59.6
23,F,88,GLASSES,1,1,1.541,59.2
22,F,88,GLASSES,1,1,1.592,57.3
21,F,88,NEITHER,1,1,1.554,57
29,F,88,NEITHER,1,2,1.633,66.2
25,F,88,NEITHER,1,1,1.659,68.4
29,F,88,NEITHER,2,2,1.548,51.5
27,F,88,NEITHER,1,1,1.746,76.7
22,F,88,CONTACTS,1,1,1.646,61.1
28,F,88,GLASSES,1,2,1.655,63.6
24,F,88,BOTH,2,4,1.643,68.2
26,F,88,NEITHER,1,1,1.554,56.5
25,F,88,NEITHER,1,4,1.7,66.7
24,F,88,NEITHER,1,4,1.66,60.5
21,F,88,GLASSES,1,1,1.582,51.9
27,F,88,BOTH,1,1,1.658,58.5
24,F,88,NEITHER,1,1,1.553,52.1
24,F,88,BOTH,1,1,1.629,67.7
25,F,88,NEITHER,1,1,1.691,61.6
21,F,88,GLASSES,1,1,1.546,46.3
24,F,88,NEITHER,1,1,1.612,57.1
21,F,88,GLASSES,1,1,1.586,49.6
26,F,88,NEITHER,1,2,1.596,59.7
20,F,88,GLASSES,1,1,1.716,71.6
20,F,88,NEITHER,1,1,1.611,52.3
22,F,88,GLASSES,1,1,1.653,56.2
25,F,88,NEITHER,1,1,1.508,59.1
22,F,88,GLASSES,1,1,1.57,55.5
20,F,88,NEITHER,1,1,1.74,64.5
20,F,88,NEITHER,1,1,1.674,68.4
25,F,88,NEITHER,1,1,1.632,60.4
22,F,88,NEITHER,1,1,1.584,56.1
28,F,88,NEITHER,1,4,1.672,56
23,F,88,NEITHER,1,4,1.663,67.6
26,F,88,BOTH,1,1,1.584,50.7
21,F,88,NEITHER,1,1,1.618,55.2
25,F,88,GLASSES,1,2,1.703,61.6
21,F,88,GLASSES,1,1,1.722,72
29,F,88,NEITHER,1,1,1.734,83.9
23,F,88,NEITHER,2,1,1.692,71.8
23,F,88,GLASSES,1,1,1.676,60.8
23,F,88,CONTACTS,1,1,1.644,71.4
23,F,88,NEITHER,1,2,1.53,54.5
29,F,88,GLASSES,1,2,1.573,55.2
23,F,88,BOTH,1,1,1.634,55.6
29,F,88,NEITHER,1,2,1.596,61.8
24,F,88,NEITHER,2,2,1.632,77
24,F,88,NEITHER,1,2,1.594,53.7
23,F,88,NEITHER,1,2,1.553,62.2
24,F,88,GLASSES,1,1,1.678,64.2
24,F,88,GLASSES,1,2,1.501,48.8
24,F,88,BOTH,1,2,1.605,56.6
25,F,88,CONTACTS,1,2,1.712,77.5
28,F,88,BOTH,2,2,1.615,67
22,F,88,GLASSES,1,1,1.775,77.9
26,F,88,GLASSES,1,2,1.63,52.8
28,F,88,NEITHER,1,2,1.538,55.8
20,F,88,GLASSES,1,1,1.592,69.5
27,F,88,BOTH,2,1,1.668,72.3
22,F,88,NEITHER,1,1,1.614,68.9
21,F,88,GLASSES,1,1,1.717,68.3
23,F,88,NEITHER,1,1,1.565,59.5
28,F,88,CONTACTS,1,4,1.678,68.8
25,F,88,BOTH,1,1,1.561,56.5
27,F,88,GLASSES,1,2,1.826,64.9
20,F,88,GLASSES,1,1,1.648,58.8
29,F,88,GLASSES,1,1,1.737,80.1
25,F,88,NEITHER,2,2,1.676,59.1
24,F,88,BOTH,2,1,1.653,67.6
21,F,88,NEITHER,1,1,1.664,56.2
21,F,88,NEITHER,2,1,1.56,51.8
23,F,88,BOTH,1,1,1.553,51.4
28,F,88,NEITHER,1,3,1.703,59.7
26,F,88,GLASSES,1,2,1.73,64.2
27,F,88,BOTH,1,4,1.752,75.6
27,F,88,NEITHER,1,4,1.655,58.1
29,F,88,GLASSES,1,2,1.609,47.3
28,F,88,NEITHER,2,2,1.57,65.7
23,F,88,CONTACTS,1,4,1.601,58
24,F,88,CONTACTS,1,4,1.587,58.9
22,F,88,NEITHER,1,1,1.687,61
25,F,88,NEITHER,1,1,1.626,58.3
29,F,88,BOTH,1,2,1.617,65.1
26,F,88,GLASSES,1,1,1.594,67.9
27,F,88,BOTH,1,1,1.63,72.1
26,F,88,NEITHER,1,1,1.61,64.7
25,F,88,GLASSES,1,1,1.568,60.5
25,F,88,NEITHER,1,1,1.741,57.5
24,F,88,GLASSES,1,1,1.448,46.4
20,F,88,BOTH,1,1,1.606,60.4
25,F,88,BOTH,1,1,1.684,64.8
25,F,88,NEITHER,1,2,1.582,49.2
28,F,88,NEITHER,2,2,1.642,83.5
22,F,88,GLASSES,1,1,1.576,50.8
29,F,88,GLASSES,1,2,1.558,65.9
22,F,88,NEITHER,1,1,1.588,60.2
26,F,88,GLASSES,1,2,1.563,56.4
27,F,88,NEITHER,1,4,1.606,49.9
24,F,88,NEITHER,1,4,1.71,64.2
29,F,88,GLASSES,1,4,1.711,69
27,F,88,BOTH,1,4,1.638,61.7
20,F,88,NEITHER,1,1,1.597,51.2
25,F,88,BOTH,1,4,1.662,57.8
21,F,88,NEITHER,1,1,1.59,57.3
22,F,88,NEITHER,1,1,1.522,65.8
29,F,88,GLASSES,1,4,1.632,54.7
23,F,88,BOTH,1,4,1.631,57.6
25,F,88,NEITHER,1,4,1.688,51.7
24,F,88,BOTH,1,4,1.652,67.2
21,F,88,NEITHER,1,1,1.731,76.4
22,F,88,NEITHER,1,1,1.532,52.4
22,F,88,GLASSES,1,1,1.646,57.5
25,F,88,BOTH,1,1,1.772,80.6
25,F,88,BOTH,1,4,1.585,57.1
27,F,88,CONTACTS,1,4,1.69,66.9
20,F,88,GLASSES,1,1,1.578,55
23,F,88,GLASSES,1,1,1.603,62.6
23,F,88,GLASSES,2,1,1.646,60.9
21,F,88,BOTH,1,1,1.617,60.4
22,F,88,BOTH,1,1,1.58,64.1
24,F,88,GLASSES,1,1,1.524,58
29,F,88,GLASSES,1,1,1.593,71.3
26,F,88,BOTH,1,4,1.586,55.5
23,F,88,GLASSES,1,1,1.64,57.6
24,F,88,NEITHER,1,4,1.605,65.8
23,F,88,NEITHER,1,2,1.702,62.5
28,F,88,NEITHER,1,2,1.622,71
23,F,88,CONTACTS,1,4,1.703,49.7
28,F,88,GLASSES,1,2,1.57,63
20,F,88,BOTH,1,1,1.623,59
23,F,88,NEITHER,1,4,1.692,73.3
26,F,88,BOTH,1,4,1.717,65.4
28,F,88,GLASSES,1,2,1.655,68
26,F,88,NEITHER,1,2,1.645,50.4
23,F,88,NEITHER,1,4,1.641,53
29,F,88,NEITHER,1,4,1.633,67.9
23,F,88,GLASSES,1,1,1.591,64.4
27,F,88,NEITHER,1,2,1.673,63.6
24,F,88,GLASSES,1,1,1.609,67.7
29,F,88,NEITHER,1,2,1.567,53
28,F,88,NEITHER,1,2,1.571,64.7
28,F,88,GLASSES,1,1,1.63,64.2
26,F,88,GLASSES,1,1,1.581,63.9
20,F,88,GLASSES,1,1,1.673,45.5
20,F,88,BOTH,1,1,1.647,59
23,F,88,NEITHER,1,1,1.618,58.5
20,F,88,BOTH,1,1,1.551,53.7
20,F,88,GLASSES,1,1,1.608,63.1
28,F,88,GLASSES,2,2,1.68,73.5
29,F,88,NEITHER,1,1,1.428,43
25,F,88,NEITHER,1,1,1.636,62.7
25,F,88,BOTH,1,4,1.623,71.5
25,F,88,GLASSES,1,1,1.649,59.6
27,F,88,GLASSES,1,2,1.578,71.5
20,F,88,NEITHER,2,1,1.671,62.6
27,F,88,BOTH,1,1,1.682,74.4
21,F,88,NEITHER,1,1,1.658,61.9
21,F,88,GLASSES,1,1,1.602,65.1
26,F,88,NEITHER,1,2,1.604,69.5
20,F,88,NEITHER,1,1,1.596,57.9
20,F,88,NEITHER,2,1,1.628,60.7
22,F,88,GLASSES,1,1,1.494,52.4
21,F,88,GLASSES,1,1,1.719,72.9
25,F,88,GLASSES,2,1,1.598,51
20,F,88,NEITHER,2,1,1.578,53.7
20,F,88,NEITHER,1,1,1.566,56.4
29,F,88,NEITHER,1,1,1.654,59.5
20,F,88,GLASSES,1,1,1.703,60.3
21,F,88,GLASSES,1,1,1.721,77.8
21,F,88,NEITHER,2,1,1.551,54
22,F,88,NEITHER,1,1,1.643,52.1
21,F,88,NEITHER,1,1,1.588,61.3
23,F,88,BOTH,1,1,1.637,70.6
27,F,88,GLASSES,1,2,1.657,68.9
25,F,88,NEITHER,1,2,1.548,47.3
28,F,88,GLASSES,1,2,1.7,62.1
22,F,88,GLASSES,1,1,1.652,64.1
24,F,88,NEITHER,1,2,1.534,59.7
25,F,88,GLASSES,1,2,1.623,62
25,F,88,GLASSES,1,2,1.666,48
23,F,88,GLASSES,1,4,1.648,63.8
27,F,88,NEITHER,1,2,1.693,62.9
23,F,88,NEITHER,1,1,1.631,72.3
26,F,88,NEITHER,1,2,1.655,50.8
29,F,88,NEITHER,1,2,1.623,67.1
29,F,88,GLASSES,1,2,1.571,61.6
26,F,88,NEITHER,1,4,1.67,51.4
27,F,88,NEITHER,1,1,1.585,63.1
26,F,88,NEITHER,2,2,1.659,53
28,F,88,NEITHER,1,2,1.665,63.5
28,F,88,BOTH,1,2,1.65,68
28,F,88,NEITHER,1,2,1.57,53
23,F,88,NEITHER,1,1,1.635,61.3
29,F,88,GLASSES,2,2,1.493,60
27,F,88,GLASSES,1,2,1.652,62.5
27,F,88,NEITHER,1,2,1.66,58.6
21,F,88,NEITHER,1,1,1.578,48.3
25,F,88,GLASSES,1,2,1.543,66
29,F,88,CONTACTS,1,2,1.608,61.3
29,F,88,BOTH,1,2,1.592,54.6
28,F,88,GLASSES,1,2,1.667,67.8
21,F,88,NEITHER,1,1,1.682,71.8
21,F,88,BOTH,1,1,1.681,59.1
26,F,88,GLASSES,1,1,1.637,63.1
26,F,88,GLASSES,1,2,1.59,71.3
28,F,88,NEITHER,1,2,1.652,64.5
28,F,88,BOTH,1,2,1.663,68
28,F,88,GLASSES,1,2,1.595,70.1
27,F,88,GLASSES,1,2,1.496,52.4
29,F,88,BOTH,2,1,1.568,62.8
29,F,88,NEITHER,1,2,1.718,66.4
26,F,88,NEITHER,1,4,1.625,48.6
24,F,88,GLASSES,1,2,1.575,65.9
29,F,88,NEITHER,1,2,1.632,73.1
27,F,88,CONTACTS,1,4,1.664,79.5
29,F,88,BOTH,2,2,1.568,57.5
25,F,88,NEITHER,1,1,1.532,58.9
27,F,88,NEITHER,1,1,1.624,58
24,F,88,NEITHER,1,1,1.695,60.3
23,F,88,GLASSES,1,4,1.764,63
22,F,88,NEITHER,1,1,1.646,62.5
20,F,88,GLASSES,1,1,1.69,54.9
24,F,88,BOTH,1,4,1.65,67.6
22,F,88,NEITHER,1,1,1.683,72.8
26,F,88,GLASSES,1,2,1.758,61.5
25,F,88,CONTACTS,1,2,1.636,55.9
27,F,88,GLASSES,1,2,1.578,59.6
23,F,88,NEITHER,1,1,1.736,77.4
26,F,88,NEITHER,2,1,1.658,59.3
27,F,88,GLASSES,2,2,1.613,60.5
29,F,88,NEITHER,1,2,1.658,76.1
21,F,88,NEITHER,1,1,1.675,66.4
22,F,88,BOTH,1,1,1.538,54.1
27,F,88,GLASSES,1,2,1.645,64
23,F,88,GLASSES,1,4,1.586,63.6
23,F,88,GLASSES,1,1,1.663,67.4
28,F,88,NEITHER,1,1,1.555,56
27,F,88,NEITHER,1,2,1.593,49.1
22,F,88,NEITHER,2,1,1.724,82.5
29,F,88,NEITHER,1,4,1.655,57.4
24,F,88,GLASSES,1,2,1.606,75
22,F,88,NEITHER,1,2,1.587,60
27,F,88,NEITHER,1,2,1.64,68.1
28,F,88,GLASSES,1,4,1.6,64
27,F,88,NEITHER,1,4,1.608,54.3
21,F,88,BOTH,1,1,1.554,53.8
22,F,88,NEITHER,1,1,1.585,68.8
28,F,88,GLASSES,1,1,1.706,54.7
24,F,88,NEITHER,1,1,1.589,65.5
23,F,88,NEITHER,1,1,1.662,50.6
26,F,88,GLASSES,1,1,1.696,69.4
23,F,88,NEITHER,1,1,1.585,53.1
25,F,88,BOTH,1,1,1.604,52.5
27,F,88,GLASSES,1,2,1.534,57
24,F,88,NEITHER,1,2,1.675,69.5
24,F,88,NEITHER,1,1,1.592,59.3
22,F,88,NEITHER,1,1,1.682,53.5
25,F,88,NEITHER,1,1,1.568,62.2
28,F,88,NEITHER,1,2,1.621,58.2
26,F,88,GLASSES,2,1,1.548,64.2
24,F,87,NEITHER,1,1,1.811,84.6
